"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MYJVM7VB","journalArticle","2023","Robins, Sarah","The 21st century engram","WIREs Cognitive Science","","1939-5086","10.1002/wcs.1653","https://onlinelibrary.wiley.com/doi/abs/10.1002/wcs.1653","The search for the engram—the neural mechanism of memory—has been a guiding research project for neuroscience since its emergence as a distinct scientific field. Recent developments in the tools and techniques available for investigating the mechanisms of memory have allowed researchers to proclaimed the search is over. While there is ongoing debate about the justification for that claim, renewed interest in the engram is clear. This attention highlights the impoverished status of the engram concept. As research accelerates, the simple characterization of the engram as an enduring physical change is stretched thin. Now that the engram commitment has been made more explicit, it must also be made more precise. If the project of 20th century neurobiology was finding the engram, the project of the 21st must be supplying a richer account of what's been found. This paper sketches a history of the engram, and a way forward. This article is categorized under: Philosophy > Foundations of Cognitive Science","2023","2024-03-20 01:05:37","2024-03-20 01:05:37","2024-03-20 01:05:37","e1653","","5","14","","","","","","","","","","en","© 2023 Wiley Periodicals LLC.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcs.1653","","/Users/raymond/Zotero/storage/UZQ8UVVT/Robins - 2023 - The 21st century engram.pdf; /Users/raymond/Zotero/storage/77FAEBYQ/wcs.html","","","engram; memory; memory trace; optogenetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GKFKEV2","journalArticle","2022","Roy, Dheeraj S.; Park, Young-Gyun; Kim, Minyoung E.; Zhang, Ying; Ogawa, Sachie K.; DiNapoli, Nicholas; Gu, Xinyi; Cho, Jae H.; Choi, Heejin; Kamentsky, Lee; Martin, Jared; Mosto, Olivia; Aida, Tomomi; Chung, Kwanghun; Tonegawa, Susumu","Brain-wide mapping reveals that engrams for a single memory are distributed across multiple brain regions","Nature Communications","","2041-1723","10.1038/s41467-022-29384-4","https://www.nature.com/articles/s41467-022-29384-4","Abstract                            Neuronal ensembles that hold specific memory (memory engrams) have been identified in the hippocampus, amygdala, or cortex. However, it has been hypothesized that engrams of a specific memory are distributed among multiple brain regions that are functionally connected, referred to as a unified engram complex. Here, we report a partial map of the engram complex for contextual fear conditioning memory by characterizing encoding activated neuronal ensembles in 247 regions using tissue phenotyping in mice. The mapping was aided by an engram index, which identified 117 cFos               +               brain regions holding engrams with high probability, and brain-wide reactivation of these neuronal ensembles by recall. Optogenetic manipulation experiments revealed engram ensembles, many of which were functionally connected to hippocampal or amygdala engrams. Simultaneous chemogenetic reactivation of multiple engram ensembles conferred a greater level of memory recall than reactivation of a single engram ensemble, reflecting the natural memory recall process. Overall, our study supports the unified engram complex hypothesis for memory storage.","2022-04-04","2024-03-20 01:26:57","2024-03-20 01:26:57","2024-03-20 01:26:57","1799","","1","13","","Nat Commun","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/VTPM9ZU5/Roy et al. - 2022 - Brain-wide mapping reveals that engrams for a sing.pdf; ","https://www.semanticscholar.org/paper/Brain-wide-mapping-reveals-that-engrams-for-a-are-Roy-Park/cc963736961f46f3aaea6a92db2c582c1ad24448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6HCAGNT","journalArticle","2020","Josselyn, Sheena A.; Tonegawa, Susumu","Memory engrams: Recalling the past and imagining the future","Science","","0036-8075, 1095-9203","10.1126/science.aaw4325","https://www.science.org/doi/10.1126/science.aaw4325","The neural substrate of memory             The ability to form memory is an essential trait that allows learning and the accumulation of knowledge. But what is a memory? There has been a long history of searching for the neuronal substrate that forms memory in the brain, and the emerging view is that ensembles of engram cells explain how memories are formed and retrieved. In a Review, Josselyn and Tonegawa discuss the evidence for engram cells as a substrate of memory, particularly in rodents; what we have learned so far about the features of memory, including memory formation, retrieval over time, and loss; and future directions to understand how memory becomes knowledge.                            Science               , this issue p.               eaaw4325                        ,                             BACKGROUND               The idea that memory is stored as enduring changes in the brain dates back at least to the time of Plato and Aristotle (circa 350 BCE), but its scientific articulation emerged in the 20th century when Richard Semon introduced the term “engram” to describe the neural substrate for storing and recalling memories. Essentially, Semon proposed that an experience activates a population of neurons that undergo persistent chemical and/or physical changes to become an engram. Subsequent reactivation of the engram by cues available at the time of the experience induces memory retrieval. After Karl Lashley failed to find the engram in a rat brain, studies attempting to localize an engram were largely abandoned. Spurred by Donald O. Hebb’s theory that augmented synaptic strength and neuronal connectivity are critical for memory formation, many researchers showed that enhanced synaptic strength was correlated with memory. Nonetheless, the causal relationship between these enduring changes in synaptic connectivity with a specific, behaviorally identifiable memory at the level of the cell ensemble (an engram) awaited further advances in experimental technologies.                                         ADVANCES               The resurgence in research examining engrams may be linked to two complementary studies that applied intervention strategies to target individual neurons in an engram supporting a specific memory in mice. One study showed that ablating the subset of lateral amygdala neurons allocated to a putative engram disrupted subsequent memory retrieval (loss of function). The second study showed that artificially reactivating a subset of hippocampal dentate gyrus neurons that were active during a fearful experience (and, therefore, part of a putative engram) induced memory retrieval in the absence of external retrieval cues (gain of function). Subsequent findings from many labs used similar strategies to identify engrams in other brain regions supporting different types of memory.               There are several recent advances in engram research. First, eligible neurons within a given brain region were shown to compete for allocation to an engram, and relative neuronal excitability determines the outcome of this competition. Excitability-based competition also guides the organization of multiple engrams in the brain and determines how these engrams interact. Second, research examining the nature of the off-line, enduring changes in engram cells (neurons that are critical components of an engram) found increased synaptic strength and spine density in these neurons as well as preferential connectivity to other downstream engram cells. Therefore, both increased intrinsic excitability and synaptic plasticity work hand in hand to form engrams, and these mechanisms are also implicated in memory consolidation and retrieval processes. Third, it is now possible to artificially manipulate memory encoding and retrieval processes to generate false memories, or even create a memory in mice without any natural sensory experience (implantation of a memory for an experience that did not occur). Fourth, “silent” engrams were discovered in amnesic mice; artificial reactivation of silent engrams induces memory retrieval, whereas natural cues cannot. Endogenous engram silencing may contribute to the change in memory over time (e.g., systems memory consolidation) or in different circumstances (e.g., fear memory extinction). These findings suggest that once formed, an engram may exist in different states (from silent to active) on the basis of their retrievability. Although initial engram studies focused on single brain regions, an emerging concept is that a given memory is supported by an engram complex, composed of functionally connected engram cell ensembles dispersed across multiple brain regions, with each ensemble supporting a component of the overall memory.                                         OUTLOOK               The ability to identify and manipulate engram cells and brainwide engram complexes has introduced an exciting new era of memory research. The findings from many labs are beginning to define an engram as the basic unit of memory. However, many questions remain. In the short term, it is critical to characterize how information is stored in an engram, including how engram architecture affects memory quality, strength, and precision; how multiple engrams interact; how engrams change over time; and the role of engram silencing in these processes. The long-term goal of engram research is to leverage the fundamental findings from rodent engram studies to understand how information is acquired, stored, and used in humans and facilitate the treatment of human memory, or other information-processing, disorders. The development of low- to noninvasive technology may enable new human therapies based on the growing knowledge of engrams in rodents.                                                   An engram cell alongside a nonengram cell.                   Within the hippocampus, dentate gyrus cells were filled with biocytin (white) to examine morphology. Engram cells active during context fear conditioning were engineered to express the red fluorescent protein mCherry, which appears pink owing to overlap with biocytin signals. Axons of the perforant path (green) express the excitatory opsin channelrhodopsin 2 and a fluorescent marker (enhanced yellow fluorescent protein). The upper blade of the dentate gyrus granule cell layer is revealed by the nuclear stain 4′,6-diamidino-2-phenylindole (DAPI, blue).                                                                      CREDIT: ADAPTED FROM T. J. RYAN                   ET AL                   .,                   SCIENCE                   348                   , 1007 (2015).                                                        ,              In 1904, Richard Semon introduced the term “engram” to describe the neural substrate for storing memories. An experience, Semon proposed, activates a subset of cells that undergo off-line, persistent chemical and/or physical changes to become an engram. Subsequent reactivation of this engram induces memory retrieval. Although Semon’s contributions were largely ignored in his lifetime, new technologies that allow researchers to image and manipulate the brain at the level of individual neurons has reinvigorated engram research. We review recent progress in studying engrams, including an evaluation of evidence for the existence of engrams, the importance of intrinsic excitability and synaptic plasticity in engrams, and the lifetime of an engram. Together, these findings are beginning to define an engram as the basic unit of memory.","2020-01-03","2024-03-20 01:27:19","2024-03-20 01:27:19","2024-03-20 01:27:19","eaaw4325","","6473","367","","Science","Memory engrams","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/PKUCEKW8/Josselyn and Tonegawa - 2020 - Memory engrams Recalling the past and imagining t.pdf; ","https://www.semanticscholar.org/paper/Memory-engrams%3A-Recalling-the-past-and-imagining-Josselyn-Tonegawa/9904a337e190d773bcab5192c49b1deb2ac98299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W23ZP2QZ","journalArticle","2020","Chen, Lingxuan; Cummings, Kirstie A.; Mau, William; Zaki, Yosif; Dong, Zhe; Rabinowitz, Sima; Clem, Roger L.; Shuman, Tristan; Cai, Denise J.","The role of intrinsic excitability in the evolution of memory: Significance in memory allocation, consolidation, and updating","Neurobiology of Learning and Memory","","10747427","10.1016/j.nlm.2020.107266","https://linkinghub.elsevier.com/retrieve/pii/S1074742720301106","Semantic Scholar extracted view of ""The role of intrinsic excitability in the evolution of memory: Significance in memory allocation, consolidation, and updating"" by Lingxuan Chen et al.","2020-09","2024-03-20 01:27:37","2024-03-20 01:27:37","2024-03-20 01:27:37","107266","","","173","","Neurobiology of Learning and Memory","The role of intrinsic excitability in the evolution of memory","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/JFDULFQ8/Chen et al. - 2020 - The role of intrinsic excitability in the evolutio.pdf; ","https://www.semanticscholar.org/paper/The-role-of-intrinsic-excitability-in-the-evolution-Chen-Cummings/610b8bfcb15db26e0440e21b5eb3cae9394beae9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIHHJYTA","journalArticle","2019","Rao-Ruiz, Priyanka; Yu, Julia; Kushner, Steven A; Josselyn, Sheena A","Neuronal competition: microcircuit mechanisms define the sparsity of the engram","Current Opinion in Neurobiology","","09594388","10.1016/j.conb.2018.10.013","https://linkinghub.elsevier.com/retrieve/pii/S0959438818301636","Semantic Scholar extracted view of ""Neuronal competition: microcircuit mechanisms define the sparsity of the engram"" by Priyanka Rao-Ruiz et al.","2019-02","2024-03-20 01:27:54","2024-03-20 01:27:54","2024-03-20 01:27:54","163-170","","","54","","Current Opinion in Neurobiology","Neuronal competition","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/F8RV6Q2A/Rao-Ruiz et al. - 2019 - Neuronal competition microcircuit mechanisms defi.pdf; ","https://www.semanticscholar.org/paper/Neuronal-competition%3A-microcircuit-mechanisms-the-Rao-Ruiz-Yu/7e20f5bce336cea744ec9e232b40fe7c11196735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQU4YZ2B","journalArticle","2018","Josselyn, Sheena A.; Frankland, Paul W.","Memory Allocation: Mechanisms and Function","Annual Review of Neuroscience","","0147-006X, 1545-4126","10.1146/annurev-neuro-080317-061956","https://www.annualreviews.org/doi/10.1146/annurev-neuro-080317-061956","Memories for events are thought to be represented in sparse, distributed neuronal ensembles (or engrams). In this article, we review how neurons are chosen to become part of a particular engram, via a process of neuronal allocation. Experiments in rodents indicate that eligible neurons compete for allocation to a given engram, with more excitable neurons winning this competition. Moreover, fluctuations in neuronal excitability determine how engrams interact, promoting either memory integration (via coallocation to overlapping engrams) or separation (via disallocation to nonoverlapping engrams). In parallel with rodent studies, recent findings in humans verify the importance of this memory integration process for linking memories that occur close in time or share related content. A deeper understanding of allocation promises to provide insights into the logic underlying how knowledge is normally organized in the brain and the disorders in which this process has gone awry.","2018-07-08","2024-03-20 01:28:18","2024-03-20 01:28:18","2024-03-20 01:28:18","389-413","","1","41","","Annu. Rev. Neurosci.","Memory Allocation","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/474KZQAW/Josselyn and Frankland - 2018 - Memory Allocation Mechanisms and Function.pdf; ","https://www.semanticscholar.org/paper/Memory-Allocation%3A-Mechanisms-and-Function.-Josselyn-Frankland/b78668e1a96de5cade4166706191275c386d76dd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DFIZXEH","journalArticle","2018","Choi, Jun-Hyeok; Sim, Su-Eon; Kim, Ji-il; Choi, Dong Il; Oh, Jihae; Ye, Sanghyun; Lee, Jaehyun; Kim, TaeHyun; Ko, Hyoung-Gon; Lim, Chae-Seok; Kaang, Bong-Kiun","Interregional synaptic maps among engram cells underlie memory formation","Science","","0036-8075, 1095-9203","10.1126/science.aas9204","https://www.science.org/doi/10.1126/science.aas9204","Memories are stored in synapses                            Memory formation is thought to change the strength of synaptic connections between neurons. However, direct measurements between neurons that participate in a learning process are difficult to obtain. Choi               et al.               developed the “dual-eGRASP” technique to identify synaptic connections between hippocampal CA3 and CA1 pyramidal cells. This method could label two different sets of synapses so that their convergence on the same dendrites would be quantified. After contextual fear conditioning in mice, the number and size of spines were increased on CA1 engram cells receiving input from CA3 engram cells.                                         Science               , this issue p.               430                        ,              Memory strength can be explained by enhanced structural and functional connectivity among engram neurons in mice.           ,              Memory resides in engram cells distributed across the brain. However, the site-specific substrate within these engram cells remains theoretical, even though it is generally accepted that synaptic plasticity encodes memories. We developed the dual-eGRASP (green fluorescent protein reconstitution across synaptic partners) technique to examine synapses between engram cells to identify the specific neuronal site for memory storage. We found an increased number and size of spines on CA1 engram cells receiving input from CA3 engram cells. In contextual fear conditioning, this enhanced connectivity between engram cells encoded memory strength. CA3 engram to CA1 engram projections strongly occluded long-term potentiation. These results indicate that enhanced structural and functional connectivity between engram cells across two directly connected brain regions forms the synaptic correlate for memory formation.","2018-04-27","2024-03-20 01:28:45","2024-03-20 01:28:45","2024-03-20 01:28:45","430-435","","6387","360","","Science","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/YGLTW8XK/Choi et al. - 2018 - Interregional synaptic maps among engram cells und.pdf; ","https://www.semanticscholar.org/paper/Interregional-synaptic-maps-among-engram-cells-Choi-Sim/5f792b18a59719ecb945bca342dcb465e4e40111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Q84ZEZ2","journalArticle","2018","Abdou, Kareem; Shehata, Mohammad; Choko, Kiriko; Nishizono, Hirofumi; Matsuo, Mina; Muramatsu, Shin-ichi; Inokuchi, Kaoru","Synapse-specific representation of the identity of overlapping memory engrams","Science","","0036-8075, 1095-9203","10.1126/science.aat3810","https://www.science.org/doi/10.1126/science.aat3810","Disentangling specific memories                            Each memory is stored in a distinct memory trace in the brain, in a specific population of neurons called engram cells. How does the brain store and define the identity of a specific memory when two memories interact and are encoded in a shared engram? Abdou               et al.               used optogenetic reactivation coupled with manipulations of long-term potentiation to analyze engrams that share neurons in the lateral amygdala (see the Perspective by Ramirez). Synapse-specific plasticity guaranteed the storage and the identity of individual memories in a shared engram. Moreover, synaptic plasticity between specific engram assemblies was necessary and sufficient for memory engram formation.                                         Science               , this issue p.               1227               ; see also p.               1182                        ,              Memory identity is defined by plasticity occurring at specific synapses that underlie each memory trace.           ,              Memories are integrated into interconnected networks; nevertheless, each memory has its own identity. How the brain defines specific memory identity out of intermingled memories stored in a shared cell ensemble has remained elusive. We found that after complete retrograde amnesia of auditory fear conditioning in mice, optogenetic stimulation of the auditory inputs to the lateral amygdala failed to induce memory recall, implying that the memory engram no longer existed in that circuit. Complete amnesia of a given fear memory did not affect another linked fear memory encoded in the shared ensemble. Optogenetic potentiation or depotentiation of the plasticity at synapses specific to one memory affected the recall of only that memory. Thus, the sharing of engram cells underlies the linkage between memories, whereas synapse-specific plasticity guarantees the identity and storage of individual memories.","2018-06-15","2024-03-20 01:30:22","2024-03-20 01:30:22","2024-03-20 01:30:22","1227-1231","","6394","360","","Science","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/G5Z9XM3M/Abdou et al. - 2018 - Synapse-specific representation of the identity of.pdf; ","https://www.semanticscholar.org/paper/Synapse-specific-representation-of-the-identity-of-Abdou-Shehata/28e41b3b3a89ec9054fb7955ae83578d43866178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTK9GHI2","journalArticle","2017","Yokose, Jun; Okubo-Suzuki, Reiko; Nomoto, Masanori; Ohkawa, Noriaki; Nishizono, Hirofumi; Suzuki, Akinobu; Matsuo, Mina; Tsujimura, Shuhei; Takahashi, Yukari; Nagase, Masashi; Watabe, Ayako M.; Sasahara, Masakiyo; Kato, Fusao; Inokuchi, Kaoru","Overlapping memory trace indispensable for linking, but not recalling, individual memories","Science","","","10.1126/science.aal2690","https://www.science.org/doi/10.1126/science.aal2690","Memories are not stored in isolation from other memories but are integrated into associative networks. However, the mechanisms underlying memory association remain elusive. Using two amygdala-dependent behavioral paradigms—conditioned taste aversion (CTA) and auditory-cued fear conditioning (AFC)—in mice, we found that presenting the conditioned stimulus used for the CTA task triggered the conditioned response of the AFC task after natural coreactivation of the memories. This was accompanied through an increase in the overlapping neuronal ensemble in the basolateral amygdala. Silencing of the overlapping ensemble suppressed CTA retrieval-induced freezing. However, retrieval of the original CTA or AFC memory was not affected. A small population of coshared neurons thus mediates the link between memories. They are not necessary for recalling individual memories.","2017-01-27","2024-03-20 01:31:38","2024-03-20 01:31:38","2024-03-20 01:31:38","398-403","","6323","355","","","","","","","","","","","","","","","science.org (Atypon)","","Publisher: American Association for the Advancement of Science","","/Users/raymond/Zotero/storage/EMJ72X8I/Yokose et al. - 2017 - Overlapping memory trace indispensable for linking.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW2UF97","journalArticle","2016","Rashid, Asim J.; Yan, Chen; Mercaldo, Valentina; Hsiang, Hwa-Lin (Liz); Park, Sungmo; Cole, Christina J.; De Cristofaro, Antonietta; Yu, Julia; Ramakrishnan, Charu; Lee, Soo Yeun; Deisseroth, Karl; Frankland, Paul W.; Josselyn, Sheena A.","Competition between engrams influences fear memory formation and recall","Science","","0036-8075, 1095-9203","10.1126/science.aaf0594","https://www.science.org/doi/10.1126/science.aaf0594","How to link and separate memories                            Engrams are the changes in brain tissue that store single memories. Neuroscientists can localize and manipulate them, but until now, little was known about how multiple engrams interact to influence memories. Rashid               et al.               examined how neural assemblies in an area called the lateral amygdala interact. If two frightening events occurred within 6 hours, the same set of neurons was used to express fear memories for both events. However, if the events were separated by 24 hours, distinct memory traces were formed.                                         Science               , this issue p.               383                        ,              Memories are linked or separated via a transient winner-takes-all competition for recruitment to a memory trace.           ,              Collections of cells called engrams are thought to represent memories. Although there has been progress in identifying and manipulating single engrams, little is known about how multiple engrams interact to influence memory. In lateral amygdala (LA), neurons with increased excitability during training outcompete their neighbors for allocation to an engram. We examined whether competition based on neuronal excitability also governs the interaction between engrams. Mice received two distinct fear conditioning events separated by different intervals. LA neuron excitability was optogenetically manipulated and revealed a transient competitive process that integrates memories for events occurring closely in time (coallocating overlapping populations of neurons to both engrams) and separates memories for events occurring at distal times (disallocating nonoverlapping populations to each engram).","2016-07-22","2024-03-20 01:35:38","2024-03-20 01:35:38","2024-03-20 01:35:38","383-387","","6297","353","","Science","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/GW7AGWKM/Rashid et al. - 2016 - Competition between engrams influences fear memory.pdf; ","https://www.semanticscholar.org/paper/Competition-between-engrams-influences-fear-memory-Rashid-Yan/b218e8782207d18f97cfbe21f1a06802aeb5f05f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6869QJ6F","journalArticle","2016","Poo, Mu-ming; Pignatelli, Michele; Ryan, Tomás J.; Tonegawa, Susumu; Bonhoeffer, Tobias; Martin, Kelsey C.; Rudenko, Andrii; Tsai, Li-Huei; Tsien, Richard W.; Fishell, Gord; Mullins, Caitlin; Gonçalves, J. Tiago; Shtrahman, Matthew; Johnston, Stephen T.; Gage, Fred H.; Dan, Yang; Long, John; Buzsáki, György; Stevens, Charles","What is memory? The present state of the engram","BMC Biology","","1741-7007","10.1186/s12915-016-0261-6","http://bmcbiol.biomedcentral.com/articles/10.1186/s12915-016-0261-6","The mechanism of memory remains one of the great unsolved problems of biology. Grappling with the question more than a hundred years ago, the German zoologist Richard Semon formulated the concept of the engram, lasting connections in the brain that result from simultaneous “excitations”, whose precise physical nature and consequences were out of reach of the biology of his day. Neuroscientists now have the knowledge and tools to tackle this question, however, and this Forum brings together leading contemporary views on the mechanisms of memory and what the engram means today.","2016-12","2024-03-20 01:35:55","2024-03-20 01:35:55","2024-03-20 01:35:55","40","","1","14","","BMC Biol","What is memory?","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/LSIEZYKM/Poo et al. - 2016 - What is memory The present state of the engram.pdf; ","https://www.semanticscholar.org/paper/What-is-memory-The-present-state-of-the-engram-Poo-Pignatelli/5d3ccefec7ddc5e4b11fa9b1bd6d2e57ef39d48b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCSMHUYF","journalArticle","2016","Park, Sungmo; Kramer, Emily E; Mercaldo, Valentina; Rashid, Asim J; Insel, Nathan; Frankland, Paul W; Josselyn, Sheena A","Neuronal Allocation to a Hippocampal Engram","Neuropsychopharmacology","","0893-133X, 1740-634X","10.1038/npp.2016.73","https://www.nature.com/articles/npp201673","The dentate gyrus (DG) is important for encoding contextual memories, but little is known about how a population of DG neurons comes to encode and support a particular memory. One possibility is that recruitment into an engram depends on a neuron’s excitability. Here, we manipulated excitability by overexpressing CREB in a random population of DG neurons and examined whether this biased their recruitment to an engram supporting a contextual fear memory. To directly assess whether neurons overexpressing CREB at the time of training became critical components of the engram, we examined memory expression while the activity of these neurons was silenced. Chemogenetically (hM4Di, an inhibitory DREADD receptor) or optogenetically (iC++, a light-activated chloride channel) silencing the small number of CREB-overexpressing DG neurons attenuated memory expression, whereas silencing a similar number of random neurons not overexpressing CREB at the time of training did not. As post-encoding reactivation of the activity patterns present during initial experience is thought to be important in memory consolidation, we investigated whether post-training silencing of neurons allocated to an engram disrupted subsequent memory expression. We found that silencing neurons 5 min (but not 24 h) following training disrupted memory expression. Together these results indicate that the rules of neuronal allocation to an engram originally described in the lateral amygdala are followed in different brain regions including DG, and moreover, that disrupting the post-training activity pattern of these neurons prevents memory consolidation.","2016-12","2024-03-20 01:36:13","2024-03-20 01:36:13","2024-03-20 01:36:13","2987-2993","","13","41","","Neuropsychopharmacol","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/PGLQMGN5/Park et al. - 2016 - Neuronal Allocation to a Hippocampal Engram.pdf; ","https://www.semanticscholar.org/paper/Neuronal-Allocation-to-a-Hippocampal-Engram-Park-Kramer/fa61303f9a2c24f58e176f9f7ec17a03809000a7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQG7X3M2","journalArticle","2016","Morrison, Dano J.; Rashid, Asim J.; Yiu, Adelaide P.; Yan, Chen; Frankland, Paul W.; Josselyn, Sheena A.","Parvalbumin interneurons constrain the size of the lateral amygdala engram","Neurobiology of Learning and Memory","","1074-7427","10.1016/j.nlm.2016.07.007","https://www.sciencedirect.com/science/article/pii/S1074742716301071","Memories are thought to be represented by discrete physiological changes in the brain, collectively referred to as an engram, that allow patterns of activity present during learning to be reactivated in the future. During the formation of a conditioned fear memory, a subset of principal (excitatory) neurons in the lateral amygdala (LA) are allocated to a neuronal ensemble that encodes an association between an initially neutral stimulus and a threatening aversive stimulus. Previous experimental and computational work suggests that this subset consists of only a small proportion of all LA neurons, and that this proportion remains constant across different memories. Here we examine the mechanisms that contribute to the stability of the size of the LA component of an engram supporting a fear memory. Visualizing expression of the activity-dependent gene Arc following memory retrieval to identify neurons allocated to an engram, we first show that the overall size of the LA engram remains constant across conditions of different memory strength. That is, the strength of a memory was not correlated with the number of LA neurons allocated to the engram supporting that memory. We then examine potential mechanisms constraining the size of the LA engram by expressing inhibitory DREADDS (designer receptors exclusively activated by designer drugs) in parvalbumin-positive (PV+) interneurons of the amygdala. We find that silencing PV+ neurons during conditioning increases the size of the engram, especially in the dorsal subnucleus of the LA. These results confirm predictions from modeling studies regarding the role of inhibition in shaping the size of neuronal memory ensembles and provide additional support for the idea that neurons in the LA are sparsely allocated to the engram based on relative neuronal excitability.","2016-11-01","2024-03-20 01:36:43","2024-03-20 01:36:43","2024-03-20 01:36:43","91-99","","","135","","Neurobiology of Learning and Memory","","MCCS 2016","","","","","","","","","","","ScienceDirect","","","","/Users/raymond/Zotero/storage/R2TGUAB5/Morrison et al. - 2016 - Parvalbumin interneurons constrain the size of the.pdf; /Users/raymond/Zotero/storage/7H7UW4Z9/S1074742716301071.html","","","Engram; Fear; Lateral amygdala; Memory; Parvalbumin; Sparse coding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7P97JDY","journalArticle","2016","Minatohara, Keiichiro; Akiyoshi, Mika; Okuno, Hiroyuki","Role of Immediate-Early Genes in Synaptic Plasticity and Neuronal Ensembles Underlying the Memory Trace","Frontiers in Molecular Neuroscience","","1662-5099","10.3389/fnmol.2015.00078","http://journal.frontiersin.org/Article/10.3389/fnmol.2015.00078/abstract","In the brain, neuronal gene expression is dynamically changed in response to neuronal activity. In particular, the expression of immediate-early genes (IEGs) such as egr-1, c-fos, and Arc is rapidly and selectively upregulated in subsets of neurons in specific brain regions associated with learning and memory formation. IEG expression has therefore been widely used as a molecular marker for neuronal populations that undergo plastic changes underlying formation of long-term memory. In recent years, optogenetic and pharmacogenetic studies of neurons expressing c-fos or Arc have revealed that, during learning, IEG-positive neurons encode and store information that is required for memory recall, suggesting that they may be involved in formation of the memory trace. However, despite accumulating evidence for the role of IEGs in synaptic plasticity, the molecular and cellular mechanisms associated with this process remain unclear. In this review, we first summarize recent literature concerning the role of IEG-expressing neuronal ensembles in organizing the memory trace. We then focus on the physiological significance of IEGs, especially Arc, in synaptic plasticity, and describe our hypotheses about the importance of Arc expression in various types of input-specific circuit reorganization. Finally, we offer perspectives on Arc function that would unveil the role of IEG-expressing neurons in the formation of memory traces in the hippocampus and other brain areas.","2016-01-05","2024-03-20 01:40:05","2024-03-20 01:40:05","2024-03-20 01:40:05","","","","8","","Front. Mol. Neurosci.","","","","","","","","","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/9G65LQKM/Minatohara et al. - 2016 - Role of Immediate-Early Genes in Synaptic Plastici.pdf; ","https://www.semanticscholar.org/paper/Role-of-Immediate-Early-Genes-in-Synaptic-and-the-Minatohara-Akiyoshi/c2dc86d084c2303f5a53aca359071e68c2aa2bd8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
